"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
15.4705778113636,2.1542294829801,0.521442709959515,4.13128698864609,3.60737874497717e-05,0.0299260546201738,"LOC126336551"
28.5626732130012,-2.57132895901743,0.596014859495346,-4.31420277204937,1.60179877508537e-05,0.0168317015285971,"LOC126334702"
1.20437457974464,-16.230334903282,2.987391127861,-5.43294607522753,5.54311629538107e-08,0.000291235330159321,"LOC126336474"
6.4973661713887,-16.2809871461014,3.61751763064694,-4.5005964886451,6.77630357902822e-06,0.0106808097012643,"LOC126336093"
1.54777248048518,-15.5189016458497,2.09302943315558,-7.41456445858597,1.22025150014884e-13,9.61680207267302e-10,"LOC126355886"
77.3556658402293,6.63727227908122,1.52031247926763,4.36572899952683,1.2669948491042e-05,0.0142645520082717,"LOC126356047"
14.9294315762569,-4.19946428017395,0.932414756063371,-4.50385866682759,6.67305945755411e-06,0.0106808097012643,"LOC126268172"
0.981153809782089,-14.8553166553751,3.04829844397425,-4.87331438453492,1.09741374391092e-06,0.00288290590525399,"LOC126266708"
3176.73736399906,-1.50101288238451,0.329479532214085,-4.55570903690975,5.22091650152522e-06,0.0102865107371301,"LOC126267477"
45.8736185793905,2.35210730101059,0.537113567851484,4.37916195343806,1.19136571789011e-05,0.0142645520082717,"LOC126272144"
4604.88396472736,-1.51503190987282,0.378013898063082,-4.00787356664858,6.1267903039215e-05,0.0459859375097194,"LOC126272290"
103.969981548633,-3.68650082799418,0.865872745556506,-4.25755498935912,2.06674833894658e-05,0.0203600545740475,"LOC126272706"
67.1597654146398,3.68643197953974,0.874254955183865,4.21665551642707,2.47952309142818e-05,0.0229895546865241,"LOC126272465"
10.7091826948509,-15.316616400543,3.84734543127072,-3.98108687513513,6.86008689919893e-05,0.0491494044114425,"LOC126278307"
48.8735842319297,-6.17648415383436,1.25771361311985,-4.91088280305175,9.06672684253885e-07,0.00288290590525399,"LOC126278485"
3.1488595687749,-4.21416385759607,1.00309188885964,-4.20117429360028,2.65534059463871e-05,0.0232519324737196,"LOC126281341"
9.88462930885265,-14.8677046948672,3.1432599957462,-4.73002701494236,2.24489962435392e-06,0.00505487255415236,"LOC126284203"
12.3251340324623,-2.75692774505865,0.679343030212201,-4.058226289887,4.94468427914786e-05,0.0389690568039643,"LOC126284460"
35.5546946989835,-3.51091180337571,0.795741541170705,-4.41212582443592,1.02360595052491e-05,0.0142645520082717,"LOC126284463"
270.919558003857,-1.63724398921153,0.335706022696217,-4.87701702835722,1.0770214110704e-06,0.00288290590525399,"LOC126291606"
5.29402204742215,-15.3283690481198,3.49215621020272,-4.38937095750077,1.13679010418706e-05,0.0142645520082717,"LOC126295165"
1.30720675895098,29.9958247525966,3.80740035314154,7.8782954169363,3.31877328497036e-15,5.23105045177028e-11,"LOC126329392"
