"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","expression_cluster","n_cluster_genes","pathway_theme","pathway_scope"
"ko04750","Inflammatory mediator regulation of TRP channels","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126353858/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04921","Oxytocin signaling pathway","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126353858/LOC126267230",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04926","Relaxin signaling pathway","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126299541/LOC126330497",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05031","Amphetamine addiction","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126353858/LOC126335010",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko05142","Chagas disease","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126299541/LOC126293313",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05162","Measles","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126266662/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05167","Kaposi sarcoma-associated herpesvirus infection","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126353858/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05214","Glioma","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126353858/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko05217","Basal cell carcinoma","2/275","5/560",0.4,0.814545454545455,-0.408814050603735,0.802259760531556,1,1,"LOC126335021/LOC126267315",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko04024","cAMP signaling pathway","7/275","17/560",0.411764705882353,0.838502673796791,-0.663650923651334,0.818388660248967,1,1,"LOC126322591/LOC126353858/LOC126299541/LOC126267230/LOC126334943/LOC126298974/LOC126267315",7,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04976","Bile secretion","6/275","15/560",0.4,0.814545454545455,-0.714553385980427,0.835502902757902,1,1,"LOC126322591/LOC126343748/LOC126293679/LOC126298974/LOC126365988/LOC126343702",6,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00590","Arachidonic acid metabolism","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126336692/LOC126336695/LOC126295125",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04214","Apoptosis - fly","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126334657/LOC126297938/LOC126281715",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04261","Adrenergic signaling in cardiomyocytes","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126322591/LOC126353858/LOC126353821",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04510","Focal adhesion","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126299541/LOC126356108/LOC126293286",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04924","Renin secretion","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126353858/LOC126267230/LOC126293313",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05152","Tuberculosis","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126298572/LOC126353858/LOC126295407",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05222","Small cell lung cancer","3/275","8/560",0.375,0.763636363636364,-0.660854631904146,0.845221931913014,1,1,"LOC126299541/LOC126272289/LOC126279111",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko04080","Neuroactive ligand-receptor interaction","5/275","13/560",0.384615384615385,0.783216783216783,-0.776163990642144,0.854922799493393,1,1,"LOC126354218/LOC126281810/LOC126330497/LOC126354260/LOC126267042",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04151","PI3K-Akt signaling pathway","5/275","13/560",0.384615384615385,0.783216783216783,-0.776163990642144,0.854922799493393,1,1,"LOC126299541/LOC126278052/LOC126282257/LOC126267042/LOC126293286",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04015","Rap1 signaling pathway","4/275","11/560",0.363636363636364,0.740495867768595,-0.853108499738593,0.877171216348786,1,1,"LOC126354218/LOC126353858/LOC126299541/LOC126267042",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04810","Regulation of actin cytoskeleton","2/275","6/560",0.333333333333333,0.678787878787879,-0.776358816065914,0.883317595779561,1,1,"LOC126299541/LOC126356108",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04917","Prolactin signaling pathway","2/275","6/560",0.333333333333333,0.678787878787879,-0.776358816065914,0.883317595779561,1,1,"LOC126299541/LOC126299071",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05134","Legionellosis","2/275","6/560",0.333333333333333,0.678787878787879,-0.776358816065914,0.883317595779561,1,1,"LOC126266662/LOC126295407",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05200","Pathways in cancer","16/275","39/560",0.41025641025641,0.835431235431235,-1.04570858043602,0.88764048608058,1,1,"LOC126336713/LOC126353858/LOC126335021/LOC126299541/LOC126336724/LOC126331335/LOC126282396/LOC126272289/LOC126279111/LOC126267315/LOC126336888/LOC126266832/LOC126267711/LOC126281404/LOC126278346/LOC126267042",16,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko04070","Phosphatidylinositol signaling system","3/275","9/560",0.333333333333333,0.678787878787879,-0.953426462204576,0.90287680927816,1,1,"LOC126353858/LOC126299541/LOC126279052",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04722","Neurotrophin signaling pathway","3/275","9/560",0.333333333333333,0.678787878787879,-0.953426462204576,0.90287680927816,1,1,"LOC126353858/LOC126299541/LOC126282257",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04972","Pancreatic secretion","3/275","9/560",0.333333333333333,0.678787878787879,-0.953426462204576,0.90287680927816,1,1,"LOC126323656/LOC126322591/LOC126353821",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05205","Proteoglycans in cancer","3/275","9/560",0.333333333333333,0.678787878787879,-0.953426462204576,0.90287680927816,1,1,"LOC126335021/LOC126299541/LOC126267315",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko00564","Glycerophospholipid metabolism","4/275","12/560",0.333333333333333,0.678787878787879,-1.10393140894728,0.920252956407991,1,1,"LOC126356100/LOC126298779/LOC126354225/LOC126272584",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04142","Lysosome biogenesis","10/275","27/560",0.37037037037037,0.754208754208754,-1.28479698628811,0.931820288469366,1,1,"LOC126336962/LOC126268018/LOC126298572/LOC126336948/LOC126335259/LOC126355391/LOC126325327/LOC126278068/LOC126354780/LOC126272931",10,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04350","TGF-beta signaling pathway","2/275","7/560",0.285714285714286,0.581818181818182,-1.09270120431463,0.932654603082137,1,1,"LOC126272576/LOC126354642",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04713","Circadian entrainment","2/275","7/560",0.285714285714286,0.581818181818182,-1.09270120431463,0.932654603082137,1,1,"LOC126353858/LOC126355586",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04725","Cholinergic synapse","2/275","7/560",0.285714285714286,0.581818181818182,-1.09270120431463,0.932654603082137,1,1,"LOC126299541/LOC126353821",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04931","Insulin resistance","2/275","7/560",0.285714285714286,0.581818181818182,-1.09270120431463,0.932654603082137,1,1,"LOC126299541/LOC126278052",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04974","Protein digestion and absorption","5/275","15/560",0.333333333333333,0.678787878787879,-1.23762514565237,0.934760152739301,1,1,"LOC126322591/LOC126365988/LOC126299514/LOC126353821/LOC126293286",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04970","Salivary secretion","3/275","10/560",0.3,0.610909090909091,-1.21848324010164,0.940411524617513,1,1,"LOC126322591/LOC126353858/LOC126355586",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05202","Transcriptional misregulation in cancer","3/275","10/560",0.3,0.610909090909091,-1.21848324010164,0.940411524617513,1,1,"LOC126281827/LOC126354460/LOC126291805",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Genetic information processing","Reference disease pathway"
"ko04066","HIF-1 signaling pathway","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126299541/LOC126297871",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04071","Sphingolipid signaling pathway","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126298572/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04138","Autophagy - yeast","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126354753/LOC126363354",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04668","TNF signaling pathway","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126299541/LOC126266832",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04919","Thyroid hormone signaling pathway","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126322591/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05226","Gastric cancer","2/275","8/560",0.25,0.509090909090909,-1.37254423549323,0.961798826805178,1,1,"LOC126335021/LOC126299541",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko04925","Aldosterone synthesis and secretion","3/275","11/560",0.272727272727273,0.555371900826446,-1.46169545496612,0.964126640218285,1,1,"LOC126322591/LOC126353858/LOC126267230",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04934","Cushing syndrome","3/275","11/560",0.272727272727273,0.555371900826446,-1.46169545496612,0.964126640218285,1,1,"LOC126273185/LOC126335021/LOC126299004",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05231","Choline metabolism in cancer","3/275","11/560",0.272727272727273,0.555371900826446,-1.46169545496612,0.964126640218285,1,1,"LOC126299541/LOC126272584/LOC126299195",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko00430","Taurine and hypotaurine metabolism","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126268126",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00565","Ether lipid metabolism","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126272584",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko04145","Phagocytosis","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126267179",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04630","JAK-STAT signaling pathway","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126299541",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04721","Synaptic vesicle cycle","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126285297",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04726","Serotonergic synapse","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126335010",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04912","GnRH signaling pathway","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126353858",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04920","Adipocytokine signaling pathway","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126278052",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04930","Type II diabetes mellitus","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126299541",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04933","AGE-RAGE signaling pathway in diabetic complications","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126299541",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04961","Endocrine and other factor-regulated calcium reabsorption","1/275","5/560",0.2,0.407272727272727,-1.30660176957664,0.966446251636091,1,1,"LOC126322591",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04210","Apoptosis","4/275","14/560",0.285714285714286,0.581818181818182,-1.55518716682922,0.968334253286515,1,1,"LOC126298572/LOC126267179/LOC126299541/LOC126278346",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04911","Insulin secretion","1/275","6/560",0.166666666666667,0.339393939393939,-1.59666247077707,0.983071982807397,1,1,"LOC126322591",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko04932","Non-alcoholic fatty liver disease","1/275","6/560",0.166666666666667,0.339393939393939,-1.59666247077707,0.983071982807397,1,1,"LOC126299541",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko05032","Morphine addiction","1/275","6/560",0.166666666666667,0.339393939393939,-1.59666247077707,0.983071982807397,1,1,"LOC126281810",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko05145","Toxoplasmosis","1/275","6/560",0.166666666666667,0.339393939393939,-1.59666247077707,0.983071982807397,1,1,"LOC126266662",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04014","Ras signaling pathway","3/275","13/560",0.230769230769231,0.46993006993007,-1.89784614486047,0.987589987423888,1,1,"LOC126353858/LOC126299541/LOC126282257",3,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04013","MAPK signaling pathway - fly","2/275","10/560",0.2,0.407272727272727,-1.85619409473427,0.988189230040315,1,1,"LOC126284584/LOC126334959",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04624","Toll and Imd signaling pathway","5/275","19/560",0.263157894736842,0.535885167464115,-2.02000961635802,0.98935128351387,1,1,"LOC126334780/LOC126355040/LOC126334779/LOC126281581/LOC126352738",5,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04977","Vitamin digestion and absorption","1/275","7/560",0.142857142857143,0.290909090909091,-1.8528411725335,0.991474879428274,1,1,"LOC126284530",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko02010","ABC transporters","2/275","11/560",0.181818181818182,0.370247933884298,-2.07028241019366,0.993536472222988,1,1,"LOC126277871/LOC126298974",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Transport and environmental response","Core metabolism or cross-domain"
"ko05010","Alzheimer disease","1/275","8/560",0.125,0.254545454545455,-2.08423383908231,0.995714315517288,1,1,"LOC126353858",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Reference disease pathway","Reference disease pathway"
"ko05133","Pertussis","1/275","8/560",0.125,0.254545454545455,-2.08423383908231,0.995714315517288,1,1,"LOC126353858",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko05146","Amoebiasis","1/275","8/560",0.125,0.254545454545455,-2.08423383908231,0.995714315517288,1,1,"LOC126299541",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04010","MAPK signaling pathway","2/275","13/560",0.153846153846154,0.313286713286713,-2.45868722196963,0.998112351632822,1,1,"LOC126266662/LOC126282257",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04341","Hedgehog signaling pathway - fly","4/275","20/560",0.2,0.407272727272727,-2.64924942866738,0.99859133267236,1,1,"LOC126299093/LOC126295143/LOC126297907/LOC126267315",4,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04020","Calcium signaling pathway","1/275","10/560",0.1,0.203636363636364,-2.4939049493669,0.998922745370498,1,1,"LOC126353858",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko05206","MicroRNAs in cancer","1/275","11/560",0.0909090909090909,0.185123966942149,-2.67886936542119,0.999461372685249,1,1,"LOC126271923",1,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Genetic information processing","Reference disease pathway"
"ko04340","Hedgehog signaling pathway","2/275","16/560",0.125,0.254545454545455,-2.96914583687914,0.999716777804817,1,1,"LOC126295143/LOC126267315",2,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Cellular process","Eukaryote/metazoan-compatible"
"ko04621","NOD-like receptor signaling pathway","0/275","5/560",0,0,-2.20438948854955,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko04927","Cortisol synthesis and secretion","0/275","5/560",0,0,-2.20438948854955,1,1,1,"",0,"KEGG_pathway","All fat body DEGs in heatmap",275,560,"DEG cluster 1",918,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko01100","Metabolic pathways","14/22","200/560",0.07,1.78181818181818,2.78609307019199,0.0061374824231225,1,1,"LOC126284686/LOC126297977/LOC126298672/LOC126336627/LOC126281492/LOC126272096/LOC126298220/LOC126351672/LOC126282150/LOC126284988/LOC126284872/LOC126298221/LOC126282179/LOC126354818",14,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Broad metabolic map","Broad KEGG reference map"
"ko04212","Longevity regulating pathway - worm","2/22","9/560",0.222222222222222,5.65656565656566,2.84536046314177,0.0448971206092799,1,1,"LOC126284662/LOC126279690",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Immune and stress signaling","Eukaryote/metazoan-compatible"
"ko00140","Steroid hormone biosynthesis","2/22","11/560",0.181818181818182,4.62809917355372,2.45536141500351,0.065397897896216,1,1,"LOC126336627/LOC126282179",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Core metabolism or cross-domain"
"ko01212","Fatty acid metabolism","2/22","11/560",0.181818181818182,4.62809917355372,2.45536141500351,0.065397897896216,1,1,"LOC126272096/LOC126284872",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Lipid and membrane metabolism","Broad KEGG reference map"
"ko04152","AMPK signaling pathway","2/22","11/560",0.181818181818182,4.62809917355372,2.45536141500351,0.065397897896216,1,1,"LOC126272096/LOC126284872",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko00830","Retinol metabolism","2/22","12/560",0.166666666666667,4.24242424242424,2.29401518377027,0.0766335515827096,1,1,"LOC126336627/LOC126282179",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04910","Insulin signaling pathway","2/22","12/560",0.166666666666667,4.24242424242424,2.29401518377027,0.0766335515827096,1,1,"LOC126272096/LOC126284872",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Storage, lipid transport, and endocrine nutrition","Eukaryote/metazoan-compatible"
"ko00520","Amino sugar and nucleotide sugar metabolism","2/22","13/560",0.153846153846154,3.91608391608392,2.14933512952823,0.0884432897641335,1,1,"LOC126271949/LOC126354818",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko04146","Peroxisome","2/22","13/560",0.153846153846154,3.91608391608392,2.14933512952823,0.0884432897641335,1,1,"LOC126284662/LOC126282150",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Cellular process","Eukaryote/metazoan-compatible"
"ko00860","Porphyrin metabolism","2/22","15/560",0.133333333333333,3.39393939393939,1.89883241222454,0.113557413337641,1,1,"LOC126336627/LOC126282179",2,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko01110","Biosynthesis of secondary metabolites","6/22","93/560",0.0645161290322581,1.64222873900293,1.37024705191974,0.140860204233527,1,1,"LOC126284686/LOC126336627/LOC126282150/LOC126284988/LOC126298221/LOC126282179",6,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Detoxification and secondary metabolism","Broad KEGG reference map"
"ko00513","Various types of N-glycan biosynthesis","1/22","5/560",0.2,5.09090909090909,1.85645508225968,0.182190088853459,1,1,"LOC126354818",1,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Other KEGG pathway","Core metabolism or cross-domain"
"ko00565","Ether lipid metabolism","1/22","5/560",0.2,5.09090909090909,1.85645508225968,0.182190088853459,1,1,"LOC126284686",1,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Lipid and membrane metabolism","Core metabolism or cross-domain"
"ko00603","Glycosphingolipid biosynthesis - globo and isoglobo series","1/22","5/560",0.2,5.09090909090909,1.85645508225968,0.182190088853459,1,1,"LOC126354818",1,"KEGG_pathway","All fat body DEGs in heatmap",22,560,"DEG cluster 2",71,"Lipid and membrane metabolism","Core metabolism or cross-domain"
