"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","database","background","foreground_genes_tested","background_genes_tested","original_branch","n_branch_genes","ontology"
"GO:0051301","cell division","22/334","28/885",0.785714285714286,2.08190761334474,4.5269150845327,9.2709430546948e-06,0.000512509320742347,0.000512509320742347,"LOC126284276/LOC126282371/LOC126267997/LOC126278524/LOC126278346/LOC126334768/LOC126334614/LOC126266746/LOC126267242/LOC126272312/LOC126342297/LOC126272743/LOC126337018/LOC126354218/LOC126335501/LOC126267315/LOC126347975/LOC126334946/LOC126284006/LOC126284413/LOC126279120/LOC126334907",22,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0051321","meiotic cell cycle","19/334","23/885",0.826086956521739,2.1888831033585,4.49544828948959,1.06730535571138e-05,0.000572140355834372,0.000572140355834372,"LOC126282371/LOC126278524/LOC126278346/LOC126272375/LOC126334614/LOC126266746/LOC126267242/LOC126272312/LOC126272178/LOC126273149/LOC126337018/LOC126335501/LOC126347975/LOC126284006/LOC126284413/LOC126272470/LOC126279120/LOC126354501/LOC126326589",19,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0051726","regulation of cell cycle","23/334","30/885",0.766666666666667,2.0314371257485,4.47243354213894,1.18444054127294e-05,0.000616257446327009,0.000616257446327009,"LOC126284276/LOC126282371/LOC126353790/LOC126278524/LOC126359832/LOC126320492/LOC126334768/LOC126334614/LOC126267242/LOC126267952/LOC126272588/LOC126272178/LOC126284258/LOC126284310/LOC126284632/LOC126291792/LOC126267315/LOC126334906/LOC126355888/LOC126284006/LOC126272470/LOC126279120/LOC126326589",23,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007017","microtubule-based process","24/334","32/885",0.75,1.9872754491018,4.42651945644241,1.44442485620982e-05,0.000709774325176437,0.000709774325176437,"LOC126282371/LOC126267997/LOC126297585/LOC126278346/LOC126355755/LOC126334768/LOC126334614/LOC126266746/LOC126267242/LOC126278037/LOC126272312/LOC126278940/LOC126272743/LOC126284310/LOC126273149/LOC126336939/LOC126354218/LOC126335501/LOC126278434/LOC126347975/LOC126284030/LOC126284413/LOC126279120/LOC126292199",24,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007010","cytoskeleton organization","32/334","48/885",0.666666666666667,1.76646706586826,4.24888478487126,2.84136472492155e-05,0.00119675576152053,0.00119675576152053,"LOC126282371/LOC126267997/LOC126297585/LOC126278524/LOC126278346/LOC126355755/LOC126282270/LOC126334768/LOC126346953/LOC126334614/LOC126266746/LOC126267242/LOC126278037/LOC126273198/LOC126272312/LOC126278940/LOC126353951/LOC126354819/LOC126284310/LOC126273149/LOC126336939/LOC126337018/LOC126354218/LOC126336809/LOC126335501/LOC126347975/LOC126284006/LOC126279052/LOC126284030/LOC126284413/LOC126279120/LOC126292199",32,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0048646","anatomical structure formation involved in morphogenesis","34/334","52/885",0.653846153846154,1.7324965453708,4.23651080504709,2.92688695493137e-05,0.00120410767983107,0.00120410767983107,"LOC126282371/LOC126267997/LOC126278524/LOC126299004/LOC126329244/LOC126299078/LOC126355755/LOC126271949/LOC126346953/LOC126334929/LOC126278037/LOC126284394/LOC126278940/LOC126295214/LOC126298915/LOC126299197/LOC126266830/LOC126365941/LOC126353951/LOC126266657/LOC126354819/LOC126282089/LOC126284333/LOC126354642/LOC126267006/LOC126354218/LOC126293483/LOC126336858/LOC126354720/LOC126279052/LOC126284030/LOC126284413/LOC126279120/LOC126292199",34,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007059","chromosome segregation","16/334","19/885",0.842105263157895,2.23132682004412,4.22196627724095,3.68424475426867e-05,0.00148123385688665,0.00148123385688665,"LOC126354268/LOC126278346/LOC126355755/LOC126334768/LOC126334614/LOC126335346/LOC126266746/LOC126267242/LOC126272178/LOC126272743/LOC126273149/LOC126335501/LOC126347975/LOC126272470/LOC126334907/LOC126354501",16,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007051","spindle organization","14/334","16/885",0.875,2.3184880239521,4.14142555449984,5.18695736355679e-05,0.00202650953978427,0.00202650953978427,"LOC126267997/LOC126278346/LOC126355755/LOC126334768/LOC126334614/LOC126266746/LOC126267242/LOC126272312/LOC126284310/LOC126273149/LOC126335501/LOC126347975/LOC126284030/LOC126284413",14,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0006281","DNA repair","10/334","10/885",1,2.6497005988024,4.08248569846686,5.38416892989604e-05,0.00202650953978427,0.00202650953978427,"LOC126282371/LOC126359832/LOC126272375/LOC126267081/LOC126335359/LOC126284632/LOC126298976/LOC126284030/LOC126285335/LOC126279120",10,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0022414","reproductive process","65/334","121/885",0.537190082644628,1.42339288365418,3.90043573338781,8.85144895849249e-05,0.00313164264151464,0.00313164264151464,"LOC126284276/LOC126282371/LOC126283987/LOC126267997/LOC126297585/LOC126278524/LOC126299004/LOC126297882/LOC126267432/LOC126278346/LOC126355755/LOC126334768/LOC126273138/LOC126272375/LOC126267118/LOC126334614/LOC126353907/LOC126266746/LOC126267242/LOC126335068/LOC126299150/LOC126273293/LOC126272312/LOC126295214/LOC126281778/LOC126334996/LOC126272178/LOC126354668/LOC126354611/LOC126349792/LOC126273129/LOC126266830/LOC126298531/LOC126355752/LOC126284002/LOC126354819/LOC126272743/LOC126334657/LOC126273149/LOC126305900/LOC126354642/LOC126337018/LOC126354218/LOC126297845/LOC126335501/LOC126267315/LOC126334906/LOC126293483/LOC126347975/LOC126334946/LOC126284756/LOC126336858/LOC126355888/LOC126284006/LOC126285408/LOC126279052/LOC126284030/LOC126284413/LOC126272470/LOC126279120/LOC126292199/LOC126354501/LOC126356039/LOC126326589/LOC126335148",65,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0006260","DNA replication","9/334","9/885",1,2.6497005988024,3.87077475697826,0.000145124061002736,0.00493700892142,0.00493700892142,"LOC126272438/LOC126355755/LOC126320492/LOC126267081/LOC126335359/LOC126335481/LOC126293483/LOC126284030/LOC126285335",9,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007346","regulation of mitotic cell cycle","17/334","22/885",0.772727272727273,2.0474959172564,3.87152303829194,0.000157216827764575,0.00518232613490671,0.00518232613490671,"LOC126284276/LOC126282371/LOC126353790/LOC126320492/LOC126334614/LOC126267242/LOC126267952/LOC126272178/LOC126284258/LOC126284310/LOC126284632/LOC126291792/LOC126267315/LOC126355888/LOC126272470/LOC126279120/LOC126326589",17,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","11/334","12/885",0.916666666666667,2.42889221556886,3.87798868794328,0.000158194240409815,0.00518232613490671,0.00518232613490671,"LOC126267997/LOC126278346/LOC126355755/LOC126334768/LOC126334614/LOC126266746/LOC126267242/LOC126272312/LOC126354218/LOC126284030/LOC126284413",11,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0000819","sister chromatid segregation","12/334","14/885",0.857142857142857,2.27117194183062,3.73063538412315,0.000291955548944201,0.00846671091938183,0.00846671091938183,"LOC126354268/LOC126355755/LOC126334768/LOC126335346/LOC126266746/LOC126272178/LOC126272743/LOC126335501/LOC126347975/LOC126272470/LOC126334907/LOC126354501",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0000910","cytokinesis","12/334","14/885",0.857142857142857,2.27117194183062,3.73063538412315,0.000291955548944201,0.00846671091938183,0.00846671091938183,"LOC126278524/LOC126278346/LOC126334768/LOC126266746/LOC126267242/LOC126342297/LOC126272743/LOC126337018/LOC126335501/LOC126347975/LOC126284006/LOC126334907",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0006974","DNA damage response","12/334","14/885",0.857142857142857,2.27117194183062,3.73063538412315,0.000291955548944201,0.00846671091938183,0.00846671091938183,"LOC126282371/LOC126359832/LOC126272375/LOC126267081/LOC126335359/LOC126334657/LOC126284632/LOC126298976/LOC126284030/LOC126285335/LOC126279120/LOC126326589",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007140","male meiotic nuclear division","12/334","14/885",0.857142857142857,2.27117194183062,3.73063538412315,0.000291955548944201,0.00846671091938183,0.00846671091938183,"LOC126282371/LOC126278524/LOC126334614/LOC126266746/LOC126267242/LOC126272178/LOC126337018/LOC126335501/LOC126347975/LOC126284006/LOC126272470/LOC126279120",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0061640","cytoskeleton-dependent cytokinesis","12/334","14/885",0.857142857142857,2.27117194183062,3.73063538412315,0.000291955548944201,0.00846671091938183,0.00846671091938183,"LOC126278524/LOC126278346/LOC126334768/LOC126266746/LOC126267242/LOC126342297/LOC126272743/LOC126337018/LOC126335501/LOC126347975/LOC126284006/LOC126334907",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0060562","epithelial tube morphogenesis","39/334","67/885",0.582089552238806,1.54236303512378,3.59314214631879,0.000328277395768558,0.00921782084308854,0.00921782084308854,"LOC126284584/LOC126283987/LOC126267997/LOC126297585/LOC126299004/LOC126299078/LOC126298492/LOC126271949/LOC126280740/LOC126281674/LOC126335068/LOC126278037/LOC126267456/LOC126278940/LOC126295214/LOC126298915/LOC126281778/LOC126334820/LOC126298286/LOC126281862/LOC126268712/LOC126355752/LOC126266832/LOC126365980/LOC126349315/LOC126266657/LOC126354819/LOC126284258/LOC126354642/LOC126354218/LOC126336809/LOC126267315/LOC126335957/LOC126336858/LOC126354720/LOC126278678/LOC126298412/LOC126284630/LOC126297795",39,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0007143","female meiotic nuclear division","8/334","8/885",1,2.6497005988024,3.64732022880637,0.000390410434047238,0.00992890416884184,0.00992890416884184,"LOC126334614/LOC126267242/LOC126272312/LOC126272178/LOC126273149/LOC126335501/LOC126347975/LOC126272470",8,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0030010","establishment of cell polarity","8/334","8/885",1,2.6497005988024,3.64732022880637,0.000390410434047238,0.00992890416884184,0.00992890416884184,"LOC126278037/LOC126272312/LOC126278940/LOC126273149/LOC126354218/LOC126279052/LOC126284413/LOC126284630",8,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0051225","spindle assembly","8/334","8/885",1,2.6497005988024,3.64732022880637,0.000390410434047238,0.00992890416884184,0.00992890416884184,"LOC126278346/LOC126334614/LOC126266746/LOC126272312/LOC126284310/LOC126273149/LOC126335501/LOC126347975",8,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0098722","asymmetric stem cell division","8/334","8/885",1,2.6497005988024,3.64732022880637,0.000390410434047238,0.00992890416884184,0.00992890416884184,"LOC126284276/LOC126282371/LOC126267997/LOC126334768/LOC126272312/LOC126354218/LOC126284413/LOC126279120",8,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0008356","asymmetric cell division","10/334","11/885",0.909090909090909,2.408818726184,3.65863688484746,0.000392890498484414,0.00992890416884184,0.00992890416884184,"LOC126284276/LOC126282371/LOC126267997/LOC126278524/LOC126334768/LOC126272312/LOC126354218/LOC126347975/LOC126284413/LOC126279120",10,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0035239","tube morphogenesis","41/334","72/885",0.569444444444444,1.50885728542914,3.50542386239348,0.000439133726312924,0.0109412332654586,0.0109412332654586,"LOC126284584/LOC126283987/LOC126267997/LOC126297585/LOC126299004/LOC126299078/LOC126298492/LOC126271949/LOC126346953/LOC126280740/LOC126281674/LOC126335068/LOC126278037/LOC126267456/LOC126278940/LOC126295214/LOC126266752/LOC126298915/LOC126281778/LOC126334820/LOC126298286/LOC126281862/LOC126268712/LOC126355752/LOC126266832/LOC126365980/LOC126349315/LOC126266657/LOC126354819/LOC126284258/LOC126354642/LOC126354218/LOC126336809/LOC126267315/LOC126335957/LOC126336858/LOC126354720/LOC126278678/LOC126298412/LOC126284630/LOC126297795",41,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0040003","chitin-based cuticle development","19/334","27/885",0.703703703703704,1.86460412508317,3.55041490326586,0.000493299792584171,0.0121201018483528,0.0121201018483528,"LOC126285153/LOC126267997/LOC126299078/LOC126336602/LOC126271949/LOC126284845/LOC126284425/LOC126284086/LOC126284491/LOC126284250/LOC126284087/LOC126336809/LOC126297845/LOC126336345/LOC126284756/LOC126284577/LOC126354720/LOC126336597/LOC126297795",19,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0009653","anatomical structure morphogenesis","86/334","176/885",0.488636363636364,1.2947400653239,3.39935059503582,0.000513174863282592,0.0124147863829706,0.0124147863829706,"LOC126365885/LOC126284712/LOC126284584/LOC126271871/LOC126298594/LOC126282371/LOC126283987/LOC126267997/LOC126297585/LOC126278524/LOC126299004/LOC126297882/LOC126329244/LOC126361668/LOC126299078/LOC126298492/LOC126355755/LOC126278501/LOC126282270/LOC126334867/LOC126282155/LOC126271949/LOC126346953/LOC126280740/LOC126334929/LOC126298316/LOC126281674/LOC126335068/LOC126298961/LOC126299150/LOC126278037/LOC126267456/LOC126273293/LOC126272312/LOC126284394/LOC126278940/LOC126295214/LOC126266752/LOC126298915/LOC126281778/LOC126298660/LOC126334820/LOC126298286/LOC126299197/LOC126266830/LOC126365941/LOC126299116/LOC126281862/LOC126268712/LOC126320178/LOC126353951/LOC126355752/LOC126266832/LOC126365980/LOC126267743/LOC126349315/LOC126266657/LOC126295382/LOC126354819/LOC126284258/LOC126282089/LOC126284333/LOC126281718/LOC126354642/LOC126284624/LOC126278997/LOC126335481/LOC126267006/LOC126354218/LOC126336809/LOC126336345/LOC126267315/LOC126335957/LOC126293483/LOC126336858/LOC126354720/LOC126278678/LOC126298412/LOC126279052/LOC126284030/LOC126284413/LOC126279120/LOC126284630/LOC126292199/LOC126285378/LOC126297795",86,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0019953","sexual reproduction","55/334","104/885",0.528846153846154,1.4012839705205,3.38974111592803,0.000597475334360122,0.0137264138504293,0.0137264138504293,"LOC126284276/LOC126282371/LOC126267997/LOC126297585/LOC126278524/LOC126299004/LOC126297882/LOC126267432/LOC126355755/LOC126334768/LOC126267118/LOC126334614/LOC126353907/LOC126266746/LOC126267242/LOC126335068/LOC126299150/LOC126273293/LOC126272312/LOC126295214/LOC126281778/LOC126334996/LOC126272178/LOC126354668/LOC126354611/LOC126349792/LOC126298531/LOC126284002/LOC126354819/LOC126272743/LOC126273149/LOC126305900/LOC126354642/LOC126337018/LOC126354218/LOC126297845/LOC126335501/LOC126267315/LOC126334906/LOC126293483/LOC126347975/LOC126334946/LOC126284756/LOC126336858/LOC126284006/LOC126285408/LOC126279052/LOC126284030/LOC126284413/LOC126272470/LOC126279120/LOC126292199/LOC126356039/LOC126326589/LOC126335148",55,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0044703","multi-organism reproductive process","55/334","104/885",0.528846153846154,1.4012839705205,3.38974111592803,0.000597475334360122,0.0137264138504293,0.0137264138504293,"LOC126284276/LOC126282371/LOC126267997/LOC126297585/LOC126278524/LOC126299004/LOC126297882/LOC126267432/LOC126355755/LOC126334768/LOC126267118/LOC126334614/LOC126353907/LOC126266746/LOC126267242/LOC126335068/LOC126299150/LOC126273293/LOC126272312/LOC126295214/LOC126281778/LOC126334996/LOC126272178/LOC126354668/LOC126354611/LOC126349792/LOC126298531/LOC126284002/LOC126354819/LOC126272743/LOC126273149/LOC126305900/LOC126354642/LOC126337018/LOC126354218/LOC126297845/LOC126335501/LOC126267315/LOC126334906/LOC126293483/LOC126347975/LOC126334946/LOC126284756/LOC126336858/LOC126284006/LOC126285408/LOC126279052/LOC126284030/LOC126284413/LOC126272470/LOC126279120/LOC126292199/LOC126356039/LOC126326589/LOC126335148",55,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0022412","cellular process involved in reproduction in multicellular organism","41/334","74/885",0.554054054054054,1.46807735879592,3.27300473637504,0.000960451112859059,0.0216066620666393,0.0216066620666393,"LOC126284276/LOC126282371/LOC126267997/LOC126297585/LOC126278524/LOC126355755/LOC126334768/LOC126267118/LOC126334614/LOC126353907/LOC126266746/LOC126267242/LOC126335068/LOC126299150/LOC126272312/LOC126295214/LOC126281778/LOC126272178/LOC126354819/LOC126272743/LOC126273149/LOC126305900/LOC126354642/LOC126337018/LOC126354218/LOC126297845/LOC126335501/LOC126267315/LOC126334906/LOC126293483/LOC126347975/LOC126334946/LOC126284006/LOC126285408/LOC126279052/LOC126284030/LOC126284413/LOC126272470/LOC126279120/LOC126292199/LOC126326589",41,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0008283","cell population proliferation","12/334","15/885",0.8,2.11976047904192,3.40357014171666,0.000964910290143867,0.0216066620666393,0.0216066620666393,"LOC126282371/LOC126267997/LOC126354850/LOC126355755/LOC126278037/LOC126272312/LOC126278940/LOC126266832/LOC126272743/LOC126354642/LOC126354218/LOC126279120",12,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0006261","DNA-templated DNA replication","7/334","7/885",1,2.6497005988024,3.40981220222311,0.00104825798499534,0.0220758139935327,0.0220758139935327,"LOC126355755/LOC126320492/LOC126267081/LOC126335359/LOC126335481/LOC126284030/LOC126285335",7,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0071897","DNA biosynthetic process","7/334","7/885",1,2.6497005988024,3.40981220222311,0.00104825798499534,0.0220758139935327,0.0220758139935327,"LOC126355755/LOC126359832/LOC126267081/LOC126335359/LOC126335481/LOC126293483/LOC126284030",7,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0010564","regulation of cell cycle process","13/334","17/885",0.764705882352941,2.0262416343783,3.32458770538458,0.00122038706361241,0.0253984084180041,0.0253984084180041,"LOC126284276/LOC126282371/LOC126278524/LOC126359832/LOC126334768/LOC126334614/LOC126267242/LOC126267952/LOC126272178/LOC126355888/LOC126284006/LOC126272470/LOC126279120",13,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
"GO:0008104","intracellular protein localization","14/334","19/885",0.736842105263158,1.95241096753861,3.26562121572105,0.00143581581394737,0.0291949215502632,0.0291949215502632,"LOC126282271/LOC126267997/LOC126278524/LOC126329244/LOC126336041/LOC126272402/LOC126278037/LOC126278940/LOC126354819/LOC126354218/LOC126335501/LOC126347975/LOC126334907/LOC126292199",14,"GO","All fat body DEGs in heatmap",334,885,"Branch 1",1086,"Biological process"
