"GeneID","Description","Pattern","log2FC_50","padj_50","Direction_50","log2FC_83","padj_83","Direction_83","GeneType"
"LOC126305012","ras GTPase-activating-like protein rgaA","Up_NA",3.06809598489528,0.00263243349650806,"Up",NA,NA,NA,"protein_coding"
"LOC126305017","uncharacterized LOC126305017","Up_NA",2.4949790046821,0.0333954438262346,"Up",NA,NA,NA,"protein_coding"
"LOC126304973","uncharacterized LOC126304973","Up_NA",2.92026609828374,0.00321399031599182,"Up",NA,NA,NA,"protein_coding"
"LOC126304993","uncharacterized LOC126304993","Up_NA",3.10048607550737,0.0146970931944903,"Up",NA,NA,NA,"protein_coding"
"LOC126304974","rasGAP-activating-like protein 1","Up_NA",3.06846365807599,0.00688282506453424,"Up",NA,NA,NA,"protein_coding"
"LOC126304982","probable serine/threonine-protein kinase kinX","Up_NA",3.10802181744537,0.00381364434050152,"Up",NA,NA,NA,"protein_coding"
"LOC126304984","receptor of activated protein C kinase 1-like","Up_NA",3.03547585598164,0.00417586711274582,"Up",NA,NA,NA,"protein_coding"
"LOC126304989","uncharacterized LOC126304989","Up_NA",2.66093379123314,0.0405951760357052,"Up",NA,NA,NA,"protein_coding"
"LOC126304985","hapless 2-like","Up_NA",2.62776050345259,0.0131986217054495,"Up",NA,NA,NA,"protein_coding"
"LOC126305002","glucosamine 6-phosphate N-acetyltransferase-like","Up_NA",2.84891516081044,0.00836717824002169,"Up",NA,NA,NA,"protein_coding"
"LOC126305008","probable mitochondrial 2-oxodicarboxylate carrier","Up_NA",2.29149830021287,0.0471502605240094,"Up",NA,NA,NA,"protein_coding"
"LOC126311252","uncharacterized LOC126311252","Up_NA",2.54475995133114,0.0182983291260779,"Up",NA,NA,NA,"protein_coding"
"LOC126311254","uncharacterized LOC126311254","Up_NA",3.13384492209758,0.0113968292633894,"Up",NA,NA,NA,"protein_coding"
"LOC126311192","2-hydroxyacid dehydrogenase homolog","Up_NA",3.5516838725981,0.000886411921683995,"Up",NA,NA,NA,"protein_coding"
"LOC126311208","uncharacterized LOC126311208","Up_NA",2.69354592290056,0.0343663539164877,"Up",NA,NA,NA,"protein_coding"
"LOC126311197","uncharacterized LOC126311197","Up_NA",2.45851582972811,0.047195117486314,"Up",NA,NA,NA,"protein_coding"
"LOC126311189","uncharacterized LOC126311189","Up_NA",3.33755504657142,0.000853045902181665,"Up",NA,NA,NA,"protein_coding"
"LOC126311194","uncharacterized LOC126311194","Up_NA",2.9380450100027,0.00429494147450196,"Up",NA,NA,NA,"protein_coding"
"LOC126311211","uncharacterized LOC126311211","Up_NA",3.14065970326111,0.00394427557241033,"Up",NA,NA,NA,"protein_coding"
"LOC126311218","uncharacterized LOC126311218","Up_NA",3.33302941484181,0.00643263422548604,"Up",NA,NA,NA,"protein_coding"
"LOC126311180","ubiquitin-like modifier-activating enzyme 1","Up_NA",2.64480954556411,0.0365268988190124,"Up",NA,NA,NA,"protein_coding"
"LOC126311225","probable splicing factor%2C arginine/serine-rich 3","Up_NA",3.18041049519837,0.00272618223154412,"Up",NA,NA,NA,"protein_coding"
"LOC126311219","riboflavin biosynthesis protein RibBA-like","Up_NA",2.52321897346583,0.0233015905301473,"Up",NA,NA,NA,"protein_coding"
"LOC126311216","uncharacterized LOC126311216","Up_NA",3.62288376549203,0.000643754293076046,"Up",NA,NA,NA,"protein_coding"
"LOC126311234","kinase and exchange factor for Rac B-like","Up_NA",2.41657428310561,0.0305169523202381,"Up",NA,NA,NA,"protein_coding"
"LOC126311232","uncharacterized LOC126311232","Up_NA",2.23826523213073,0.0419819309078029,"Up",NA,NA,NA,"protein_coding"
"LOC126311236","asparagine--tRNA ligase-like","Up_NA",2.66076443457388,0.0194999381594833,"Up",NA,NA,NA,"protein_coding"
"LOC126311237","vacuolar proton translocating ATPase 100 kDa subunit-like","Up_NA",4.0540234232814,8.02271772142444e-06,"Up",NA,NA,NA,"protein_coding"
"LOC126311239","uncharacterized LOC126311239","Up_NA",2.9769881479515,0.00391310960035555,"Up",NA,NA,NA,"protein_coding"
"LOC126313301","uncharacterized LOC126313301","Up_NA",2.65629587379125,0.0146970931944903,"Up",NA,NA,NA,"lncRNA"
"LOC126313330","uncharacterized LOC126313330","Up_NA",3.42349933657403,0.0167623725261697,"Up",NA,NA,NA,"protein_coding"
"LOC126313340","26S proteasome regulatory subunit 10B-like","Up_NA",2.7369745701425,0.00709435236835672,"Up",NA,NA,NA,"protein_coding"
"LOC126313401","villin-1-like","Up_NA",2.84785471046371,0.00955419977537542,"Up",NA,NA,NA,"protein_coding"
"LOC126313403","uncharacterized LOC126313403","Up_NA",2.55867290528875,0.0251833833089554,"Up",NA,NA,NA,"protein_coding"
"LOC126313368","probable ATP-dependent RNA helicase kurz","Up_NA",3.01555642426683,0.0085333383091016,"Up",NA,NA,NA,"protein_coding"
"LOC126313375","rapA guanosine triphosphatase-activating protein 1-like","Up_NA",2.59424191889055,0.0146970931944903,"Up",NA,NA,NA,"protein_coding"
"LOC126313406","uncharacterized LOC126313406","Up_NA",2.90011616693093,0.0117200670796762,"Up",NA,NA,NA,"protein_coding"
"LOC126313326","uncharacterized LOC126313326","Up_NA",2.90753550788516,0.0145119190906882,"Up",NA,NA,NA,"lncRNA"
"LOC126314444","DNA-directed RNA polymerase II subunit RPB1-like","Up_NA",2.80486991267706,0.00624286474991313,"Up",NA,NA,NA,"protein_coding"
"LOC126314458","uncharacterized LOC126314458","Up_NA",2.58366349924902,0.0184486851804745,"Up",NA,NA,NA,"lncRNA"
"LOC126314440","uncharacterized LOC126314440","Up_NA",2.48033199221355,0.0187046703192135,"Up",NA,NA,NA,"protein_coding"
"LOC126314432","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1","Up_NA",2.27200675815494,0.0180574340069615,"Up",NA,NA,NA,"protein_coding"
"LOC126314455","uncharacterized LOC126314455","Up_NA",2.94061257447249,0.0116760268926954,"Up",NA,NA,NA,"protein_coding"
"LOC126314436","uncharacterized LOC126314436","Up_NA",3.16143251279549,0.00709340772550186,"Up",NA,NA,NA,"protein_coding"
"LOC126314452","proteasome subunit beta type-7-like","Up_NA",2.51296348222429,0.0339564922975572,"Up",NA,NA,NA,"protein_coding"
"LOC126314447","uncharacterized LOC126314447","Up_NA",2.8271284913994,0.00793607304228922,"Up",NA,NA,NA,"protein_coding"
"LOC126314429","uncharacterized LOC126314429","Up_NA",2.97968344188551,0.0125953288127704,"Up",NA,NA,NA,"protein_coding"
"LOC126314456","60S ribosomal protein L9-like","Up_NA",2.82102091764872,0.030423961350229,"Up",NA,NA,NA,"protein_coding"
"LOC126314411","uncharacterized LOC126314411","Up_NA",2.51797119380199,0.0461688025862192,"Up",NA,NA,NA,"protein_coding"
"LOC126314419","uncharacterized LOC126314419","Up_NA",2.5886082338853,0.0306715073652367,"Up",NA,NA,NA,"protein_coding"
"LOC126314412","signal recognition particle subunit SRP72-like","Up_NA",2.69141128036323,0.0104507947054713,"Up",NA,NA,NA,"protein_coding"
"LOC126314408","uncharacterized LOC126314408","Up_NA",2.37663028449989,0.0345942668829572,"Up",NA,NA,NA,"protein_coding"
"LOC126314415","uncharacterized LOC126314415","Up_NA",2.34310238639619,0.037961106144996,"Up",NA,NA,NA,"protein_coding"
"LOC126315207","protein FAN-like","Up_NA",2.21122615900754,0.0241548208739054,"Up",NA,NA,NA,"protein_coding"
"LOC126315227","60S ribosomal protein L11-like","Up_NA",2.81262953798372,0.0185011915519489,"Up",NA,NA,NA,"protein_coding"
"LOC126315282","T-complex protein 1 subunit delta-like","Up_NA",2.28058997342715,0.0218887217604126,"Up",NA,NA,NA,"protein_coding"
"LOC126315266","60 kDa heat shock protein%2C mitochondrial-like","Up_NA",2.63008871899147,0.0231597475296702,"Up",NA,NA,NA,"protein_coding"
"LOC126315271","2-oxoglutarate dehydrogenase%2C mitochondrial-like","Up_NA",3.21010879814369,0.00321399031599182,"Up",NA,NA,NA,"protein_coding"
"LOC126315304","ras-specific guanine nucleotide-releasing factor 1-like","Up_NA",2.77764886821438,0.0104507947054713,"Up",NA,NA,NA,"protein_coding"
"LOC126315263","integrator complex subunit 3-like","Up_NA",2.41024700228429,0.0283444038179339,"Up",NA,NA,NA,"protein_coding"
"LOC126315308","uncharacterized LOC126315308","Up_NA",2.46057363222375,0.016716364675909,"Up",NA,NA,NA,"protein_coding"
"LOC126315383","coatomer subunit delta-like","Up_NA",2.92414396148711,0.016716364675909,"Up",NA,NA,NA,"protein_coding"
"LOC126315382","uncharacterized LOC126315382","Up_NA",2.60488002414701,0.00888677643409068,"Up",NA,NA,NA,"protein_coding"
"LOC126315452","protein KRI1 homolog","Up_NA",2.33252231977845,0.0332300312823259,"Up",NA,NA,NA,"protein_coding"
"LOC126315453","uncharacterized LOC126315453","Up_NA",2.53407894704758,0.015263394648246,"Up",NA,NA,NA,"protein_coding"
"LOC126315345","uncharacterized LOC126315345","Up_NA",3.18533402750105,0.00688282506453424,"Up",NA,NA,NA,"protein_coding"
"LOC126315379","ankyrin-1-like","Up_NA",3.50748281923841,0.00218044583989637,"Up",NA,NA,NA,"protein_coding"
"LOC126315288","stress-activated protein kinase alpha-like","Up_NA",2.59074196270974,0.0192406103777252,"Up",NA,NA,NA,"protein_coding"
"LOC126315292","uncharacterized LOC126315292","Up_NA",3.40200884529978,0.00380630492278933,"Up",NA,NA,NA,"protein_coding"
"LOC126315298","uncharacterized LOC126315298","Up_NA",2.44676114911779,0.0335386765098135,"Up",NA,NA,NA,"protein_coding"
"LOC126315323","uncharacterized LOC126315323","Up_NA",2.91045221734844,0.0045341536198015,"Up",NA,NA,NA,"protein_coding"
"LOC126315321","copine-9-like","Up_NA",2.48818236794441,0.0229860209063145,"Up",NA,NA,NA,"protein_coding"
"LOC126315217","rho-related protein racC-like","Up_NA",2.7094990060811,0.013900782672465,"Up",NA,NA,NA,"protein_coding"
"LOC126315214","uncharacterized LOC126315214","Up_NA",2.50024475762994,0.016716364675909,"Up",NA,NA,NA,"protein_coding"
"LOC126315216","probable peroxisomal membrane protein PEX13","Up_NA",2.40774314725346,0.0380568638603475,"Up",NA,NA,NA,"protein_coding"
"LOC126315396","exocyst complex component 3-like","Up_NA",3.0912672851161,0.00380630492278933,"Up",NA,NA,NA,"protein_coding"
"LOC126315246","ankyrin repeat%2C PH and SEC7 domain containing protein secG-like","Up_NA",2.7899036221207,0.0206444515290977,"Up",NA,NA,NA,"protein_coding"
"LOC126315440","probable methionine--tRNA ligase%2C cytoplasmic","Up_NA",3.11167042518675,0.00232195429630954,"Up",NA,NA,NA,"protein_coding"
"LOC126315238","uncharacterized LOC126315238","Up_NA",2.95596347437353,0.00656267395562615,"Up",NA,NA,NA,"protein_coding"
"LOC126315236","F-box-like/WD repeat-containing protein TBL1X","Up_NA",2.55646528334348,0.0312703440548569,"Up",NA,NA,NA,"protein_coding"
"LOC126315446","G patch domain-containing protein 1-like","Up_NA",3.17558750258712,0.00517710246357727,"Up",NA,NA,NA,"protein_coding"
"LOC126315447","uncharacterized LOC126315447","Up_NA",2.30086123709578,0.0372405911015298,"Up",NA,NA,NA,"protein_coding"
"LOC126315347","metaxin-3-like","Up_NA",2.43612927670462,0.0380568638603475,"Up",NA,NA,NA,"protein_coding"
"LOC126315349","citrate synthase%2C mitochondrial-like","Up_NA",3.12115619061026,0.00444919742820532,"Up",NA,NA,NA,"protein_coding"
"LOC126315275","N-formylmaleamate deformylase-like","Up_NA",2.91191035747884,0.00624286474991313,"Up",NA,NA,NA,"protein_coding"
"LOC126315400","peroxisomal multifunctional enzyme A-like","Up_NA",2.78066007785983,0.0193921323669614,"Up",NA,NA,NA,"protein_coding"
"LOC126315224","dual specificity protein kinase shkC-like","Up_NA",2.57861374613784,0.0415946710564527,"Up",NA,NA,NA,"protein_coding"
"LOC126315362","malate dehydrogenase-like","Up_NA",2.90432130361314,0.0122173571976993,"Up",NA,NA,NA,"protein_coding"
"LOC126315365","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase-like","Up_NA",3.25834115551409,0.0045341536198015,"Up",NA,NA,NA,"protein_coding"
"LOC126315338","tryptophan--tRNA ligase%2C cytoplasmic-like","Up_NA",2.57295809507162,0.0228494064659592,"Up",NA,NA,NA,"protein_coding"
"LOC126315228","uncharacterized LOC126315228","Up_NA",3.30779959610966,0.00126422480305324,"Up",NA,NA,NA,"protein_coding"
"LOC126315451","uncharacterized LOC126315451","Up_NA",2.54012143214988,0.0210549830111763,"Up",NA,NA,NA,"protein_coding"
"LOC126315442","uncharacterized LOC126315442","Up_NA",2.46562527204806,0.0333654229936102,"Up",NA,NA,NA,"protein_coding"
"LOC126315393","uncharacterized LOC126315393","Up_NA",2.81614297998219,0.00624286474991313,"Up",NA,NA,NA,"protein_coding"
"LOC126315390","chitinase domain-containing protein 1-like","Up_NA",2.50862128343361,0.0372209919008391,"Up",NA,NA,NA,"protein_coding"
"LOC126315389","116 kDa U5 small nuclear ribonucleoprotein component-like","Up_NA",2.91199707608506,0.00688282506453424,"Up",NA,NA,NA,"protein_coding"
"LOC126315353","26S proteasome regulatory subunit 6A-B-like","Up_NA",2.84142786361767,0.013900782672465,"Up",NA,NA,NA,"protein_coding"
"LOC126316431","uncharacterized LOC126316431","Up_NA",2.44847550105579,0.0263444833200278,"Up",NA,NA,NA,"protein_coding"
"LOC126316445","exocyst complex component 7-like","Up_NA",2.40867534214747,0.0320716362169059,"Up",NA,NA,NA,"protein_coding"
"LOC126316446","uncharacterized LOC126316446","Up_NA",2.62904413604347,0.0107413917980785,"Up",NA,NA,NA,"protein_coding"
"LOC126316432","dihydrolipoyl dehydrogenase%2C mitochondrial-like","Up_NA",2.70195607700609,0.0197050320157158,"Up",NA,NA,NA,"protein_coding"
"LOC126316452","uncharacterized LOC126316452","Up_NA",2.63478424763964,0.0334752974758044,"Up",NA,NA,NA,"protein_coding"
"LOC126316455","uncharacterized LOC126316455","Up_NA",2.84014100507513,0.0457047979099071,"Up",NA,NA,NA,"protein_coding"
"LOC126316439","uncharacterized LOC126316439","Up_NA",2.56206113021872,0.0306715073652367,"Up",NA,NA,NA,"protein_coding"
"LOC126316457","uncharacterized LOC126316457","Up_NA",2.96082438384609,0.00321399031599182,"Up",NA,NA,NA,"protein_coding"
"LOC126316459","uncharacterized LOC126316459","Up_NA",3.11104885927456,0.00159763983700352,"Up",NA,NA,NA,"protein_coding"
"LOC126316463","FERM domain-containing protein 8-like","Up_NA",2.74073266826266,0.0108945568237716,"Up",NA,NA,NA,"protein_coding"
"LOC126316454","uncharacterized protein DDB_G0288133-like","Up_NA",3.13002744423279,0.0030665389777552,"Up",NA,NA,NA,"protein_coding"
"LOC126316441","serine/threonine-protein kinase 3-like","Up_NA",2.44159192376266,0.0499622608361428,"Up",NA,NA,NA,"protein_coding"
"LOC126316442","uncharacterized LOC126316442","Up_NA",2.86551259473697,0.0108418474599264,"Up",NA,NA,NA,"protein_coding"
"LOC126316443","uncharacterized LOC126316443","Up_NA",2.57573367969236,0.0113968292633894,"Up",NA,NA,NA,"protein_coding"
"LOC126316687","proton-coupled amino acid transporter 4-like","Up_NA",3.06333050648682,0.00621816077516657,"Up",NA,NA,NA,"protein_coding"
"LOC126316693","OTU domain-containing protein 5-A-like","Up_NA",2.67934942500681,0.0283444038179339,"Up",NA,NA,NA,"protein_coding"
"LOC126316666","protein NLRC5-like","Up_NA",3.01551190820749,0.00242131676247014,"Up",NA,NA,NA,"protein_coding"
"LOC126316667","uncharacterized LOC126316667","Up_NA",2.58818236897772,0.0194300655737661,"Up",NA,NA,NA,"protein_coding"
"LOC126316668","uncharacterized LOC126316668","Up_NA",2.75402377348837,0.0231597475296702,"Up",NA,NA,NA,"protein_coding"
"LOC126316669","protein Aster-A-like","Up_NA",2.33010820448521,0.0283444038179339,"Up",NA,NA,NA,"protein_coding"
"LOC126316675","uncharacterized LOC126316675","Up_NA",2.13296182979627,0.0472962346132767,"Up",NA,NA,NA,"protein_coding"
"LOC126316674","dipeptidyl aminopeptidase BI-like","Up_NA",2.75104097125662,0.0141032117649209,"Up",NA,NA,NA,"protein_coding"
"LOC126316678","uncharacterized LOC126316678","Up_NA",3.05428493613341,0.0223028470646147,"Up",NA,NA,NA,"protein_coding"
"LOC126316799","uncharacterized LOC126316799","Up_NA",2.7353211375043,0.0397473921055603,"Up",NA,NA,NA,"protein_coding"
"LOC126316797","uncharacterized LOC126316797","Up_NA",3.08989732277378,0.00417586711274582,"Up",NA,NA,NA,"protein_coding"
"LOC126316769","diacylglycerol kinase epsilon-like","Up_NA",2.81959637882672,0.0125953288127704,"Up",NA,NA,NA,"protein_coding"
"LOC126316771","D-3-phosphoglycerate dehydrogenase-like","Up_NA",2.50355744560489,0.0167623725261697,"Up",NA,NA,NA,"protein_coding"
"LOC126316773","uncharacterized LOC126316773","Up_NA",2.41494848685758,0.0157589829714931,"Up",NA,NA,NA,"protein_coding"
"LOC126316772","brefeldin A-inhibited guanine nucleotide-exchange protein 2-like","Up_NA",3.40963632007912,0.00107289541278793,"Up",NA,NA,NA,"protein_coding"
"LOC126316815","uncharacterized LOC126316815","Up_NA",2.84601040702625,0.0188694792506519,"Up",NA,NA,NA,"protein_coding"
"LOC126316806","serine/threonine-protein kinase pakC-like","Up_NA",2.92872563605306,0.0126657509710317,"Up",NA,NA,NA,"protein_coding"
"LOC126316752","serine hydroxymethyltransferase 2-like","Up_NA",2.47659743938245,0.0159684080092493,"Up",NA,NA,NA,"protein_coding"
"LOC126316754","uncharacterized LOC126316754","Up_NA",2.63494375843326,0.0184983064755148,"Up",NA,NA,NA,"protein_coding"
"LOC126316757","uncharacterized LOC126316757","Up_NA",3.79958244047584,1.38884965260192e-05,"Up",NA,NA,NA,"protein_coding"
"LOC126316781","protein pirA-like","Up_NA",2.38724361685726,0.0223028470646147,"Up",NA,NA,NA,"protein_coding"
"LOC126316789","pepsin A-like","Up_NA",2.88824878113758,0.00765436436897439,"Up",NA,NA,NA,"protein_coding"
"LOC126316759","nuclear protein localization protein 4 homolog","Up_NA",2.4829578215548,0.0223028470646147,"Up",NA,NA,NA,"protein_coding"
"LOC126316761","trimethyllysine dioxygenase%2C mitochondrial-like","Up_NA",2.57076547972513,0.0194999381594833,"Up",NA,NA,NA,"protein_coding"
"LOC126316708","zinc finger protein 622-like","Up_NA",2.90071594697079,0.00120271745043875,"Up",NA,NA,NA,"protein_coding"
"LOC126316715","uncharacterized LOC126316715","Up_NA",9.09330875018943,0.0228494064659592,"Up",NA,NA,NA,"protein_coding"
"LOC126316710","uncharacterized LOC126316710","Up_NA",2.62194911068599,0.0192406103777252,"Up",NA,NA,NA,"protein_coding"
"LOC126316712","uncharacterized LOC126316712","Up_NA",2.20098954693842,0.015263394648246,"Up",NA,NA,NA,"protein_coding"
"LOC126316717","G protein alpha i subunit-like","Up_NA",3.05440067380765,0.00448667798575863,"Up",NA,NA,NA,"protein_coding"
"LOC126316722","delta-1-pyrroline-5-carboxylate dehydrogenase%2C mitochondrial-like","Up_NA",3.35685664554058,0.00189341611372625,"Up",NA,NA,NA,"protein_coding"
"LOC126316726","transcription elongation factor SPT5-like","Up_NA",2.45256517709886,0.0237221906727929,"Up",NA,NA,NA,"protein_coding"
"LOC126316740","uncharacterized LOC126316740","Up_NA",2.65699486881538,0.030423961350229,"Up",NA,NA,NA,"protein_coding"
