"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
6.83160736627626,-19.7432443588997,4.02894841805271,-4.90034676801398,9.56676482326228e-07,0.00104641754107476,"LOC126343983"
68.9950164847754,1.55986333197405,0.40678521478304,3.83461167045122,0.000125762826481095,0.0440505260221114,"LOC126344004"
25.8788639807921,-2.79764198893772,0.695426750513108,-4.02291396883069,5.74824977035559e-05,0.0238431349685118,"LOC126352958"
491.168574764066,1.68009182023576,0.355647674684648,4.72403431774295,2.31211373992488e-06,0.00191808088256295,"LOC126353355"
6.54911737019645,5.4288929124743,1.4071248153595,3.85814595351819,0.000114250417755495,0.0419106629607173,"LOC126355691"
1.61460352569323,-16.7546238693081,3.70637936991163,-4.52048271294678,6.16987835035221e-06,0.0042201472049126,"LOC126269938"
1.23440248931638,-16.7359021406706,3.78550049049026,-4.42105401457843,9.82206151703455e-06,0.00573390124561106,"LOC126269964"
47.5609589941872,1.73586244151941,0.413924229252873,4.19367197869189,2.74474806329287e-05,0.0131099148404916,"LOC126272354"
10.8007167411372,1.94666098744916,0.431641742633957,4.5098997505901,6.48582681960262e-06,0.0042201472049126,"LOC126336316"
418.053270872976,-2.54233595378756,0.621681712477058,-4.08944947673909,4.3239823644062e-05,0.0184201648723704,"LOC126325353"
11.2271269706411,-19.4688817872758,4.03313690398658,-4.82723057777475,1.3844479688426e-06,0.00121231493804984,"LOC126331832"
1.20437457974464,-16.1467593172886,3.18246693507711,-5.07366129693893,3.90233396089166e-07,0.000559168980832493,"LOC126336474"
6.4973661713887,-18.5086496246224,3.79957735873632,-4.87123905559277,1.10900559935987e-06,0.00104641754107476,"LOC126336093"
281.324352961913,-2.10057061537153,0.545256952424862,-3.85244169016075,0.000116945830509473,0.0419106629607173,"LOC126354610"
1.54777248048518,-16.5028070553674,2.19764209781891,-7.50932423061334,5.94333585316824e-14,9.36788597176379e-10,"LOC126355886"
77.3556658402293,7.15625742904411,1.6787143916698,4.26293922572847,2.01755404635573e-05,0.010600228959553,"LOC126356047"
10.6263436210606,28.6263159844562,4.08298838772466,7.01111863813281,2.36420148516669e-12,1.86322719045986e-08,"LOC126354277"
8.18036900042896,-21.0232405167314,4.02254088507402,-5.22635844292842,1.7288106226817e-07,0.000272495130347089,"LOC126355544"
1.38122201061075,-18.5772805903523,4.04113086142587,-4.59704999105066,4.28514832454021e-06,0.00321630989959061,"LOC126355479"
